Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MN,2014,"11        ",Male,17,Right-Handed,182.8,,,1,Bus,15,0.283,37,"Martial Arts",900,600,400,600,1000,1000,,"Same length",,,"Index finger",February,Summer,Yes,No,"No favorite","Soft drink (caffeinated)","Physical education",4,10,4,"Yes - other",Other,3,4,18,2,0,1,7,22,8,0,22,4,0,6,Some,"High school",Other,Fly,Rich,Other,Other
USA,MN,2013,"4         ",Female,10,Right-Handed,135,21,135,2,Walk,"34 ",0.5,50,Gymnastics,93,48,53,64,1000,1000,21,"Same length",13,65,"Ring finger",July,Summer,No,No,Vegetables,Water,Art,10,12,6,"Yes - dial-up connection","In person",0,0,3,0,2,2,6,0,0,0,1,2,0,2,Some,"Less than high school",Pop,Telepathy,Healthy,Teacher,Health
USA,MN,2013,"12        ",Male,18,Right-Handed,180,27,189,1,Car,5,.30,40,Basketball,535,540,289,583,1000,1000,28,"Same length",9,12,"Ring finger",June,Fall,Yes,No,Desserts,Juice,"Mathematics and statistics",7,6,4,"Yes - other","Text messaging",120,123,24,4,3,4,3,32,3,14,16,6,22,2,,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,MN,2018,"9         ",Female,18,Left-Handed,510,,150,1,Car,,,,"Football (American)",,,,,,,,"Same length",,,,May,Summer,Yes,No,Pizza/Pasta,"Sports drink",History,6,6,5,"Yes - broadband connection","In person",5,30,3,2,1,1,24,2,1,1,1,0,1,0,"A lot",,,,,,
USA,MN,2019,"9         ",Male,15,Right-Handed,160.0,24.8,157,2,Bus,45,.34,41,"Football (American)",1000,14,1000,16,1000,1000,25.3,"Left foot",60,61,"Ring finger",October,Fall,No,No,Seafood,Water,"Mathematics and statistics",,8,4,"Yes - broadband connection","In person",10,10,"a lot",.2,7,6,7.5,6,12,2,15,12,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Environment
USA,MN,2014,"11        ",Male,16,Right-Handed,185,100,185,1,Bus,30,.383,32,Soccer,500,500,400,400,800,800,25,"Same length",75,75,"Same length",July,Summer,No,No,"No favorite",,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Text messaging",10,10,10,1,1,10,5,5,5,6,4,6,0,3,"Very little","Some college",Other,Fly,Happy,Relative,Religious
USA,MN,2020,"9         ",Female,16,Right-Handed,5'4,2,9,3,Bus,15min,8.152,8,Baseball/Softball,10,20,1000,1000,1000,1000,2,"Same length",10mm,11mm,"Ring finger",January,Summer,No,No,Poultry,Water,English,9,7,7,"Yes - dial-up connection","Cell phone",4,5,1,1,3,8,0,2,1,1,1,4,2,4,None,"Graduate degree",Country,Fly,Happy,"Doctor or nurse","International aid"
USA,MN,2019,"11        ",Male,17,Right-Handed,175.3,26.7,180.3,2,Walk,10,.365,39,Other,1000,1000,1000,1000,650,630,27,"Right foot",,105,"Index finger",September,Fall,Yes,No,Other,Water,,6,8,5,"Yes - other","In person",30,24,20,5,8,20,10,10,7,7,10,5,24,16,Some,"Graduate degree","Heavy metal",Telepathy,Happy,Other,"Arts, culture, sports"
USA,MN,2017,"12        ",Male,17,Right-Handed,182,26,184,1,Car,8,0.46,46,Soccer,950,900,600,750,800,800,26,"Same length",90,96,"Ring finger",July,Summer,Yes,No,Meat,Water,History,7,10,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",10,10,12,1,4,4,25,10,8,2,10,4,0,3,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Sports person",Health
USA,MN,2018,"12        ",Male,17,Right-Handed,183,27,187,1,Car,35,0.506,36,Swimming,626,513,209,321,616,509,29,"Left foot",102,101,"Index finger",July,Fall,Yes,No,Pizza/Pasta,Milk,History,6,8,4,"Yes - broadband connection","In person",10,20,25,5,15,25,10,5,5,10,35,10,25,10,Some,"Undergraduate degree",Pop,Invisibility,Happy,Actor,Health
USA,MN,2015,"12        ",Female,15,Right-Handed,175,23,170,1,Car,3,0.376,36,Dancing,9,8,10,7,7,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",,14,Ambidextrous,160.6,24.13,154.9,1,Other,30,0.318,36,Swimming,1000,888,797,1000,353,500,22.86,"Right foot",81.28,76.2,"Index finger",June,Fall,Yes,Yes,Seafood,Milk,"Computers and technology",8-9,6-12,3,"Yes - other","Internet chat or instant messaging",20ish,15ish,2,"> 1","> 1","> 1",0,6,"> 1",2-3,6,4,0,12,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,Health
USA,MN,2013,"12        ",Male,1994,Right-Handed,125,27,167,2,Car,"3 ",0.506,43,"Football (American)",60,40,60,60,70,80,27,"Same length",7,7,"Index finger",April,Summer,No,No,Seafood,"Soft drink (caffeinated)","Physical education",8,8,7,"Yes - dial-up connection","Text messaging",0,0,8,6,2,0,5,0,0,2,3,3,0,0,None,"Some college","Rap/Hip hop",Invisibility,Rich,Other,Health
USA,MN,2014,"11        ",Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2017,"9         ",Male,16,Right-Handed,,,,0,Car,15,0.334,30,"Football (American)",1000,845,900,700,1000,1000,,"Same length",,,"Index finger",November,Summer,No,No,Meat,Water,"Mathematics and statistics",7,9,2,"Yes - other","Text messaging",20,15,,,,,,,,,,,,,,,,,,,
USA,MN,2016,"12        ",Female,17,Right-Handed,167,23,152,1,Car,15,0.748,45,Soccer,700,500,600,500,0,100,23,"Left foot",70,75,"Ring finger",February,Summer,Yes,No,Meat,Water,English,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,5,1,20,6,10,0,4,2,0,1,0,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
USA,MN,2021,"9         ",Male,14,Right-Handed,180.3,31,182.8,3,Car,2,0.314,43,"Hockey (Ice)",600,600,600,600,300,600,31,"Same length",85,90,"Ring finger",June,Fall,No,No,Seafood,Water,"Physical education",8,10,4,"Yes - other","Internet chat or instant messaging",10,10,40,20,2,3,2,3,7,0,3,4,30,3,Some,"High school","Rap/Hip hop",Fly,Happy,"Musician or singer","Wildlife, animals"
USA,MN,2015,"12        ",Male,16,Right-Handed,180,,70,1,Car,,.320,46,Basketball,0,0,0,0,99,50,,"Same length",10,11,"Index finger",July,Summer,No,No,Fruit,Water,History,,10,5,"Yes - broadband connection",Telephone,45,698,89,00,44,9,9999,5,6,55,5,8,77,655,"Very little","High school","Rap/Hip hop",Invisibility,Happy,"Musician or singer","Education/Youth development"
USA,MN,2014,"11        ",Female,15,Right-Handed,160,27,95,1,Car,13,.445,37,Dancing,800,750,700,700,700,700,27,"Same length",60,55,"Index finger",March,Summer,Yes,No,Pizza/Pasta,Water,Art,7,11,5,"Yes - other","Text messaging",50,50,5,1,1,1,11,0,1,2,1,1,0,1,Some,"Graduate degree",,,,,
USA,MN,2023,"10        ",Female,15,Left-Handed,162,6,7,2,Car,15,"6 ",29,"Table Tennis",100,100,100,100,0,1000,7cm,"Same length","100 m",,"Same length",September,Summer,Yes,No,Pizza/Pasta,Water,History,8,9,4,"Yes - broadband connection","Internet chat or instant messaging",19,50,10,1,1,9,20,,,,,,,,Some,"Graduate degree",Pop,Telepathy,Famous,Actor,"Education/Youth development"
USA,MN,2019,"11        ",Female,16,Right-Handed,172,26,172.3,1,Car,13,0.382,54,Soccer,1000,1000,1000,1000,0,1000,26,"Same length",65,100,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,Art,9,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,10,10,10,10,10,10,10,10,10,10,10,10,Some,"High school","Punk rock",Telepathy,Famous,Actor,"Wildlife, animals"
USA,MN,2022,"10        ",Female,14,Right-Handed,170.7,27.7,171.6,2,Bus,8,0.417,49,Running/Jogging,720,550,300,800,5,700,28,"Left foot",109.7,115.8,"Ring finger",May,Winter,No,No,Desserts,Water,"Mathematics and statistics",8.5,8,4,"Yes - dial-up connection","Text messaging",10,3,1,0,14,23,14,0,1,.5,7,8,0,5,Some,"Graduate degree",Country,"Super strength",Happy,Relative,Health
USA,MN,2014,"11        ",Female,15,Right-Handed,170,27,160,1,Car,6,.39,45,Basketball,450,400,650,700,600,900,27,"Right foot",90,70,"Index finger",September,Summer,Yes,No,"No favorite",Water,Art,7,11,4,"Yes - other","Text messaging",20,30,15,1,1,40,12,0,5,7,8,10,0,20,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,"International aid"
USA,MN,2018,"12        ",Female,17,Right-Handed,176,24,167,1,Car,30,0.444,56,Soccer,600,600,600,600,300,300,24,"Same length",85,90,"Ring finger",March,Fall,No,No,Desserts,Milk,Other,6,12,5,"Yes - broadband connection","Text messaging",50,50,10,1,15,10,24,0,5,100,3,4,0,24,"A lot","Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,MN,2017,"12        ",Male,17,Right-Handed,182,28,190,1,Car,7,0.524,73,Other,219,230,230,235,406,610,28,"Same length",95,80,"Index finger",July,Summer,Yes,No,Meat,Water,Music,7,9,4,"Yes - broadband connection","In person",5,15,2.5,1,12,3,6,0,10,2,10,2,26,5,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Business person","Arts, culture, sports"
USA,MN,2023,"10        ",Male,16,Right-Handed,,,,,Car,8,,0.426,Tennis,700,800,400,1000,900,900,,"Same length",,,"Ring finger",August,Spring,Yes,No,Desserts,Water,"Computers and technology",7,7,4,"Yes - other","Internet chat or instant messaging",75,80,40,1,7,4,0,6,10,3,70,6,16,2,"A lot","Undergraduate degree",Other,Telepathy,Happy,Friend,Environment
USA,MN,2016,"12        ",Male,17,Right-Handed,162,25,168,1,Car,10,0.665,33,Basketball,765,802,893,786,150,706,24.5,"Right foot",89,93,"Ring finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,"Physical education",6,9,4,"Yes - other","Text messaging",30,30,40,8,15,10,15,10,49,20,120,7,12,14,Some,Other,"Rap/Hip hop","Freeze time",Happy,Relative,Environment
USA,MN,2015,"12        ",Male,15,Right-Handed,165.1,132,150,1,Bus,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"7         ",Male,13,Right-Handed,,,,2,Bus,15,0.639,42,Soccer,481,267,508,503,353,1000,9,"Same length",,,"Ring finger",September,Summer,No,No,Pizza/Pasta,"Energy drink","Physical education","6 ",3,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,10,5,0,0,1,3,4,8,2,7,1,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,MN,2018,"9         ",Female,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"10        ",Female,15,Right-Handed,176,22,171,2,Car,10,0.39,31,Tennis,1000,1000,500,700,500,950,21,"Right foot",70,75,"Ring finger",April,Spring,No,No,Fruit,Water,"Mathematics and statistics",8,9,3,"Yes - broadband connection","Cell phone",60,70,10,5,7,20,5,1,30,5,15,10,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,MN,2016,"12        ",Female,18,Right-Handed,162,23,164,2,Car,3,0.724,46,Dancing,965,753,986,806,247,189,23,"Same length",6.5,7,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,English,6,8,11,"Yes - other","In person",100,100,15,1,20,2,10,15,10,10,20,5,20,6,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Friend,"International aid"
USA,MN,2018,"9         ",Male,14,Right-Handed,58,32,187,1,Bus,45,02222,66,Basketball,30,500,1000,1000,700,1000,32,"Same length",8,8,"Same length",July,Summer,No,No,Pizza/Pasta,Water,"Physical education",6,5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,2,0,0,4,6,6,2,3,3,1,0,1,None,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Wildlife, animals"
USA,MN,2019,"9         ",Female,14,Right-Handed,169,24,163,2,Bus,50,.38,31,Dancing,600,722,450,652,888,888,24,"Same length",40,36,"Same length",June,Summer,No,No,Fruit,Water,English,9,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,300,58,1,9,12,25,1,5,5,13,20,0,0,Some,Other,Classical,Fly,Happy,"Coach or club leader","Arts, culture, sports"
USA,MN,2018,"9         ",Female,13,Left-Handed,160.0,25.4,30,1,Bus,63,3.555,39,Basketball,798,400,1000,300,200,23,24.1,"Left foot",,,,September,Fall,No,No,Meat,"Sports drink","Physical education",8,5,6,"Yes - broadband connection","Internet chat or instant messaging",45,42,67,2,5,38,20,4,24,4,8,2,0,13,,"Some college","Rap/Hip hop",Telepathy,Healthy,"Sports person","Wildlife, animals"
USA,MN,2013,"12        ",Male,18,Right-Handed,5.3,25,165,2,Walk,3,60,60,None,509,551,498,696,1000,1000,25,"Same length",92,92,"Same length",January,Summer,No,No,Other,"Energy drink",English,8,12,10,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",5,5,1,2,1,3,0,5,0,4,6,11,0,0,Some,Other,Other,"Super strength",Happy,Other,"Arts, culture, sports"
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,,1,Walk,3,36,46,Dancing,396,529,535,545,556,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"10        ",Female,16,Right-Handed,170,94,164,1,Car,25,"2 ",54,Other,1000,717,604,604,0,444,94,"Same length",50,60,"Ring finger",October,Summer,No,No,Fruit,Water,Art,8,10,3,"Yes - other","Text messaging",50,100,10,1,10,10,15,0,42,25,10,0,15,5,"A lot","Some college",Reggae,Fly,Rich,Relative,Environment
USA,MN,2021,"9         ",Male,14,Right-Handed,"5'11""",10.5,"67 in",1,Walk,7," 0.36",56,Other,882,1000,246,541,1000,1000,10.5,"Same length","5""","3""","Ring finger",October,Winter,No,No,"Rice/Noodle dishes",Water,History,9,11,4,"Yes - broadband connection","In person",N/A,N/A,10,0,10,5,10,20,0,20,20,0,0,10,"A lot","Some college",Techno/Electronic,"Super strength",Healthy,Other,Health
USA,MN,2023,"7         ",Female,13,Right-Handed,165,24,165,2,Bus,30,0.565,37,Swimming,594,781,763,193,305,866,24,"Right foot",87,87,"Same length",January,Winter,Yes,No,Desserts,Juice,Other,6,4,3,"Yes - broadband connection","Text messaging",50,50,10,20,1,5,0,1,30,30,40,1,0,2,"Very little","Some college","Rap/Hip hop",,Rich,Friend,"Wildlife, animals"
USA,MN,2013,"12        ",Male,17,Right-Handed,179,28.5,184,1,Bus,15,.300,41,"Football (American)",535,535,695,535,834,898,29,"Left foot",80,88,"Ring finger",March,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",6,4,8,"No internet connection","Text messaging",35,62,5,2,2,1,3,1,3,4,1,1,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Education/Youth development"
USA,MN,2014,"8         ",Male,11,,140,21,58,3,Bus,10,2.8,101,Soccer,,,,,,,,"Left foot",75,70,"Index finger",July,Summer,No,No,Meat,Juice,Art,8,6,4,,"Text messaging",28,29,4,1,2,1,4,5,2,5,2,1,1,2,None,"Graduate degree",Gospel,"Freeze time",Famous,,"Arts, culture, sports"
USA,MN,2014,"11        ",Female,16,Right-Handed,"160 ",24,160,1,Bus,20,,.43,Soccer,770,760,750,765,800,801,26,"Left foot",70,67,"Index finger",January,Summer,Yes,No,Pizza/Pasta,Water,Music,5.5,9,3,"Yes - broadband connection","In person",30,25,10,.25,3,6,1,0,1,10,20,0,0,,,,,,,,
USA,MN,2022,"10        ",Male,16,Right-Handed,177,28,71,1,Car,23.77,0.485,49,Soccer,0,0,0,0,0,0,28,"Left foot",22,22,"Same length",April,Summer,Yes,No,Poultry,Water,"Mathematics and statistics",7,8.7,5,"Yes - broadband connection","Internet chat or instant messaging",200,300,8,30,15,10,20,5,5,5,10,6,0,5,"A lot","Graduate degree","Rock and roll","Freeze time",Rich,Actor,Health
USA,MN,2014,"11        ",Male,16,Right-Handed,173,28,189,1,Car,7,0.304,39,Basketball,500,600,300,700,200,200,29,"Left foot",102,89,"Index finger",September,Spring,No,No,Fruit,Water,Other,7,11,3,"Yes - broadband connection","Text messaging",40,35,20,4,10,3,13,2,8,3,3,5,0,5,Some,Other,Country,Fly,Healthy,"Doctor or nurse","Wildlife, animals"
USA,MN,2016,"12        ",Female,17,Right-Handed,169,23,167,1,Car,15,0.453,28,Swimming,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2013,"12        ",Male,18,Right-Handed,174,27,189,1,Car,12,0.419,80,"Football (American)",0,0,0,0,0,0,27,"Same length",92,85,,January,Summer,Yes,No,"No favorite","Sports drink",Art,7,9,3,"Yes - other","Cell phone",1,1,6,0,1,1,5,2,2,2,2,4,8,1,"Very little","Some college","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,MN,2019,"11        ",Female,16,Right-Handed,161,19,161,2,Car,30,0.373,35,Tennis,1000,1000,1000,1000,900,800,19,"Same length",55,61,"Index finger",April,Fall,No,No,Pizza/Pasta,Water,Music,8,8,5,"Yes - broadband connection","Text messaging",18,19,0,7,5,4,3,13,15,15,24,26,8,3,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"International aid"
USA,MN,2019,"11        ",Male,17,Right-Handed,169,23,152,1,Walk,10,0.195,45,Other,1000,1000,0,0,0,1000,24,"Left foot",70,100,"Ring finger",October,Summer,Yes,No,Meat,Water,"Physical education",5,11,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,35,41,.5,5,1,7,3,20,1,20,2,25,2,"A lot","Some college","Rock and roll","Freeze time",Rich,Relative,"Arts, culture, sports"
USA,MN,2014,"11        ",Female,16,Right-Handed,155,22,152,1,Bus,15,.507,41,Dancing,700,600,600,500,400,1000,22,"Same length",82,69,"Index finger",January,Fall,Yes,No,Pizza/Pasta,Water,Music,7,7,6,"Yes - broadband connection","Text messaging",20,20,20,1,7,10,6,2,5,20,10,2,8,2,Some,"Graduate degree",Pop,Invisibility,Happy,Teacher,Health
USA,MN,2019,"9         ",Male,15,Right-Handed,184,29,190,1,Car,35,.365,36,Swimming,663,668,813,588,1000,1000,29,"Same length",85,95,"Ring finger",October,Fall,No,No,Fruit,Milk,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",35,47,14,5,28,14,20,10,7,7,49,14,0,14,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Doctor or nurse","Education/Youth development"
USA,MN,2023,"12        ",Male,18,Right-Handed,189,29,186,1,Car,30,.226,37,Baseball/Softball,797,487,193,759,743,765,29,"Same length",95,96,"Ring finger",September,Summer,No,No,Meat,Water,"Physical education",7,8,7,"Yes - broadband connection","Text messaging",30,40,4,1,1,3,5,0,5,1,5,2,0,3,"Very little","Undergraduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"International aid"
USA,MN,2018,"9         ",Female,14,Left-Handed,162.5,24.1,,2,Bus,130,1.554,49,Dancing,1000,1000,1000,50,0,0,24.1,"Same length",2,1,"Index finger",December,Summer,No,No,Desserts,Water,History,8,6,5,"No internet connection",,0,0,0,0,2,8,0,0,0,0,0,1,0,5,"A lot",Other,Other,"Freeze time",Happy,"Musician or singer","International aid"
USA,MN,2014,"7         ",Female,13,Right-Handed,161,25,159,2,Car,15,0.58,53,Swimming,449,267,717,1000,1000,1000,21,"Right foot",90,103,"Ring finger",November,Winter,,,,Water,Art,10,13,8,"Yes - other","Text messaging",4,6,4,1,1,6,4,8,11,18,0,7,0,2,"Very little","Graduate degree",Other,Fly,Happy,Other,Other
USA,MN,2021,"9         ",Male,14,Left-Handed,170cm,23cm,60cm,1,Bicycle,15min,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,157.4,"23 ",0,"1 ",Bus,20,0.14,42,"Football (American)",800,600,900,1000,200,800,25,"Same length",0,0,"Ring finger",April,Spring,Yes,No,"No favorite",,History,8,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,8,1,1,24,8,0,24,24,24,24,0,3,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Arts, culture, sports"
USA,MN,2021,"9         ",Female,14,Right-Handed,"5""5.5","11 ","67 ",1,Car,10,0.363,49,Other,193,235,455,48,257,476,"11 ","Same length",3,3,,November,Fall,Yes,No,Meat,Water,"Mathematics and statistics",8,6,5,"Yes - other",Other,4,10,7,0,2,5,2,0,4,2,7,2,0,5,"A lot","Graduate degree",Country,Invisibility,Happy,Teacher,"Wildlife, animals"
USA,MN,2017,"12        ",Female,17,Right-Handed,62,24,162,2,Car,15,.545,50,Tennis,500,500,500,500,300,300,24,"Same length",85,80,"Index finger",April,Summer,No,No,"No favorite",Water,"Mathematics and statistics",7,9,5,"Yes - other","Cell phone",1000,1000,2,2,20,7,16,0,10,10,10,0,0,3,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Doctor or nurse","Education/Youth development"
USA,MN,2016,"11        ",Female,16,Right-Handed,160.0,26,161.2,1,Car,7,0.214,50,Other,802,246,476,273,75,118,26,"Same length",76.2,75.69,"Index finger",September,Summer,Yes,No,Pizza/Pasta,Water,History,7,9,5,"Yes - other","Text messaging",60,105,30,2,18,15,13,0,6,8,15,3,10,7,"A lot","Graduate degree",Other,"Freeze time",Rich,Friend,Health
USA,MN,2018,"12        ",Female,17,Right-Handed,168,21,163,1,Car,25,.387,34,Gymnastics,850,750,700,700,300,700,21,"Same length",8.3,11,"Ring finger",June,Fall,No,No,Desserts,Water,Science,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,3,1,2,5,1,0,14,2,20,10,20,2,"Very little","Graduate degree",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,MN,2018,"9         ",Male,14,Ambidextrous,175.2,27.6,193,2,Walk,15,0.482,34,"Football (American)",1000,765,1000,1000,358,701,27.6,"Same length",10.5,10.5,"Same length",October,Summer,No,No,"No favorite","Sports drink","Mathematics and statistics",11,6,2,"Yes - other","Cell phone",90,150,16,8,15,3,4,2,2,4,3,1,0,2,Some,Other,"Rap/Hip hop","Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,MN,2013,"4         ",Female,10,Left-Handed,145,21,135,1,Car,10,0.891,46,Dancing,904,599,872,412,380,465,20,"Right foot",80,60,"Index finger",June,Summer,No,No,Meat,Water,Art,10,12,5,"Yes - broadband connection","Text messaging",12,10,14,2,1,21,7,3,1,3,12,5,0,4,Some,"Graduate degree",Pop,Fly,Healthy,Relative,Environment
USA,MN,2023,"7         ",Male,14,Right-Handed,165,26,167,2,Car,10,0.329,"49 ",Soccer,1000,1000,610,155,733,733,26,"Same length",80,75,"Index finger",May,Spring,No,No,Other,Water,History,8,9,5,"Yes - other","In person",3,2,45,0.5,14,8,6-10,14,18,0.33,24,5-8,0,1-2,"A lot","Graduate degree",Other,Fly,Happy,"Doctor or nurse","International aid"
USA,MN,2016,"12        ",Female,17,Left-Handed,156,23.5,161.5,1,Bus,35,.93,48,None,60,50,80,90,0,1000,23.5,"Same length",80,73,"Index finger",May,Fall,Yes,No,"Rice/Noodle dishes",Water,Music,5,8,4,"Yes - broadband connection","Internet chat or instant messaging",400,300,0,5,3,1,0,0,30,35,35,10,20,14,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Health
USA,MN,2021,"9         ",Male,yes,Left-Handed,182.8,,,Two,Bus,20,0.328,60,Bowling,1000,1000,508,722,251,348,,,,,"Index finger",April,Winter,Yes,No,Seafood,"Energy drink",Music,7,9,6,"Yes - other","Text messaging",10000,10000,8,1,1,3,2,0,6,5,6,1,0,1,Some,"Some college",Pop,"Freeze time",Famous,"Musician or singer",Health
USA,MN,2021,"5         ",Female,10,Right-Handed,?,?,?,1,Bus,6,0.383,43,Gymnastics,685,760,543,508,690,743,?,"Same length",?,?,"Index finger",August,Summer,No,No,"No favorite",Water,History,9,11,4,"Yes - other","Internet chat or instant messaging",0,0,7hrs,1hr,2hrs,5hrs,4hrs,9hrs,4hrs,1hrs,7hrs,6hrs,0hrs,1hr,Some,"Graduate degree",Pop,Telepathy,Healthy,Actor,Health
USA,MN,2017,"12        ",Female,17,Right-Handed,168,23,158,1,Car,15,0.36,44,Dancing,551,198,337,717,684,963,22,"Right foot",92,75,"Index finger",January,Fall,No,No,Fruit,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,9,9,0,5,3,10,0,9,2,50,5,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader",Health
USA,MN,2019,"11        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2017,"12        ",Female,17,Right-Handed,155,23,161,2,Car,10,.413,43,Walking/Hiking,829,620,754,88,0,27,24,"Left foot",80,85,"Ring finger",March,Fall,Yes,Yes,Fruit,Coffee,Art,5,10,4,"Yes - other","Text messaging",50,63,5,2,50,9,7,0,20,30,5,10,20,7,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Teacher,"Education/Youth development"
USA,MN,2023,"12        ",Male,18,Right-Handed,185,26,186,1,Car,18,.295,36,Other,385,524,262,139,749,952,26,"Same length",100,110,"Ring finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Other,7,7,3,"Yes - broadband connection","In person",2,1,40,0,5,30,5,10,0,1,15,0,18,5,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure",Religious
USA,MN,2016,"12        ",Male,17,Right-Handed,166,21,166,2,Bus,20,.69,56,Other,,,,,,,23,"Left foot",100,110,"Ring finger",February,Fall,No,No,Seafood,Water,Art,7,9,6,"Yes - other","Internet chat or instant messaging",20,60,2,2,3,12,3,10,5,24,8,1,21,25,"A lot","Graduate degree",Other,Invisibility,Happy,"Musician or singer","International aid"
USA,MN,2019,"11        ",Male,17,Ambidextrous,173.6,289.5,63,2,Boat,4,.357,44,Swimming,1,1,1,1,1000,1000,289.9,"Same length",85,60,"Index finger",June,Fall,Yes,No,Poultry,Water,Science,9,3,3,"Yes - broadband connection","Text messaging",20,8,40,2,8,1,3,9,4,3,2,5,5,9,"A lot","Graduate degree",Gospel,"Freeze time",Rich,Actor,Health
