Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,WI,2016,"7         ",Male,13,Right-Handed,68,25,45,1,Car,8,0.608,50,Soccer,1000,1000,1000,1000,1000,1000,25,"Same length",90,88,"Index finger",May,Winter,Yes,No,"No favorite",Water,Science,9,5,"5 ","Yes - other","Text messaging",17,20,3,2,5,6,6,1,4,3,2,2,4,5,"Very little","Graduate degree",Country,Invisibility,Rich,Other,"Wildlife, animals"
USA,WI,2017,"11        ",Female,17,Ambidextrous,63,23.5,161,2,Bus,20,52,31,Tennis,1000,1000,1000,1000,225,230,22,"Right foot",6.5,6.5,"Same length",November,Fall,Yes,No,Fruit,"Soft drink (caffeinated)",History,7,7,3,"Yes - other","Text messaging",100,200,0,3,6,3,2,0,5,2,0,1,32,2,"A lot","Graduate degree","Rock and roll",Invisibility,Healthy,"Doctor or nurse",Health
USA,WI,2014,"8         ",Male,13,Ambidextrous,108,28.5,67,1,Walk,10,.754,55,Baseball/Softball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,12,Right-Handed,156,23,159,1,Car,12,0.54,51,Baseball/Softball,1,1000,900,700,900,1000,23,"Same length",25,30,"Ring finger",July,Summer,Yes,No,Fruit,Water,Music,9,7,4,"Yes - broadband connection","Text messaging",30,25,30,2,5,15,50,0,10,20,4,29,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,"Sports person",Health
USA,WI,2014,"8         ",Male,14,Right-Handed,174,30,156,1,Bus,20,.504,67,Soccer,900,900,800,900,900,800,30,"Same length",80,80,"Same length",March,Spring,No,No,Pizza/Pasta,Milk,Science,8,9,5,"Yes - broadband connection","In person",0,0,5,1,2,5,5,10,0,0,5,0,2,3,Some,"Undergraduate degree","Rock and roll",Fly,Happy,"Religious figure","Wildlife, animals"
USA,WI,2016,"12        ",Female,17,Right-Handed,170,23,171,2,Car,10,0.534,46,Walking/Hiking,487,775,765,294,1000,1000,23,"Same length",74,74,"Same length",August,Fall,No,No,Seafood,Water,"Mathematics and statistics",7.5,9,5,"Yes - broadband connection","Text messaging",50,50,7,0,5,20,4,1,10,20,10,10,10,5,Some,"Graduate degree",Pop,Fly,Rich,"Musician or singer","Education/Youth development"
USA,WI,2018,"11        ",Female,16,Right-Handed,157,24,152,1,Car,15,0.888,56,Other,900,900,900,800,500,900,23,"Left foot",7.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2013,"8         ",Male,14,Right-Handed,174,26,156,1,Car,10,0.377,62,Baseball/Softball,1000,900,970,980,500,990,26,"Same length",85,85,"Same length",August,Summer,Yes,No,Pizza/Pasta,Water,Science,8,9,4,"Yes - broadband connection","Text messaging",5,5,8,1,3,5,6,4,3,2,2,6,0,5,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person","Education/Youth development"
USA,WI,2019,"7         ",Male,12,Right-Handed,,,,2,Bus,30min,".383 ",43,Basketball,5,6,2,4,3,1,,"Same length",,,"Index finger",February,Winter,Yes,No,Meat,"Sports drink","Mathematics and statistics",7,5,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,150,40,1,1,20,100,4,12,7,6,9,1,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Coach or club leader","Arts, culture, sports"
USA,WI,2017,"8         ",Male,14,Right-Handed,155,22,153,1,Walk,8,.349,62,"Martial Arts",600,1000,500,1000,400,500,22,"Same length",201.2,203.2,"Index finger",January,Summer,No,No,Meat,Water,"Physical education",9,7,6,"Yes - broadband connection","In person",0,0,7,3,5,7,6,7,1,0,7,5,0,2,Some,"Some college","Rap/Hip hop","Freeze time",Happy,Relative,"Wildlife, animals"
USA,WI,2018,"12        ",Male,15,Right-Handed,180,,178,1,Bus,35,0.204,41,Swimming,,,,,,,,,81,87,"Ring finger",April,Winter,Yes,No,Pizza/Pasta,Milk,"Computers and technology",6,5,5,"Yes - broadband connection","Internet chat or instant messaging",15,18,14,0,2,2,12,18,4,5,20,14,3,2,"A lot","Graduate degree",Country,Telepathy,Healthy,Relative,Health
USA,WI,2015,"12        ",Female,17,Right-Handed,156,23,154,2,Car,10,.452,54,Other,401,364,369,476,182,519,23,"Same length",80,70,"Index finger",October,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,3,"Yes - other","Text messaging",150,150,10,5,0,6,8,0,100,100,50,10,30,5,Some,"High school","Rap/Hip hop",Telepathy,Rich,Actor,Health
USA,WI,2022,"5         ",Female,11,,150,21,145,2,Bus,15,0.427,38,Gymnastics,800,200,100,500,100,800,21,"Same length",7,7,"Same length",August,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,9,11,4,"Yes - broadband connection","Text messaging",110,105,72,0.3,1,40,18,0.7,14,14,20,20,1,1,Some,"Graduate degree",Pop,Fly,Happy,"Business person",Other
USA,WI,2015,"8         ",Male,13,Right-Handed,171,25,165,2,Bus,20,.434,49,Athletics,900,700,600,300,100,100,25,"Same length",10,10,"Same length",September,Summer,Yes,No,Desserts,"Sports drink","Physical education",9,5,5,"Yes - broadband connection",Other,70,65,42,.5,12,13,9,5,1,5,72,13,0,0,"Very little","Graduate degree",Pop,Telepathy,Happy,Actor,Health
USA,WI,2022,"9         ",Male,14,Right-Handed,164,23,155,1,Car,4,0.386,63,Other,567,834,251,497,824,743,23,"Same length",65,52,"Index finger",February,Winter,No,No,Desserts,Water,Geography,7.5,7.5,3,"Yes - broadband connection",Other,0,0,0,0,2,2,0,5,0,0,10,10,0,2,"Very little","Graduate degree",Classical,Invisibility,Rich,Politician,"Arts, culture, sports"
USA,WI,2017,"11        ",Male,17,Right-Handed,170,110,173,2,Car,5,0.765,40,"Football (American)",700,700,600,550,100,800,110,"Same length",800,900,"Ring finger",August,Summer,Yes,No,Pizza/Pasta,Coffee,Music,6,5,3,"Yes - other","In person",63,638,8,0,1,1,4,4,2,1,1,0,35,0,Some,"Undergraduate degree","Rock and roll",Fly,Rich,Other,Environment
USA,WI,2015,"7         ",Female,12,Left-Handed,160,22,53,1,Bicycle,3,0.393,52,Skateboarding/Rollerblading,50,50,1000,1000,1000,1000,22,"Same length",60,70,"Ring finger",January,Spring,No,No,Fruit,Tea,Art,3,3,3,"Yes - other","Cell phone",100,50,1,5,0,1,4,42,6,4,42,6,2,1,"A lot",Other,Other,Invisibility,Famous,Other,"Arts, culture, sports"
USA,WI,2019,"5         ",Male,10,Right-Handed,120,23,153,2,Car,15,0.451,45,Bowling,900,678,789,1000,10000,10000,23,"Same length",60,60,"Same length",August,Summer,Yes,No,Desserts,"Soft drink (caffeinated)",Science,"8-9 ",7-8,4,"Yes - other","In person",4,4,,,,,,,,,,,,,,,,,,,
USA,WI,2018,"12        ",Male,16,Right-Handed,173,27,170,2,Car,11,0.309,37,Walking/Hiking,567,476,727,342,876,789,26,"Right foot",88,84,"Index finger",January,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","In person",10,10,7,2,12,8,1,1,1,2,12,0,12,6,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Community leader or elder",Environment
USA,WI,2020,"12        ",Male,28,Right-Handed,180,25,169,1,Car,5,0.347,39,Other,652,668,422,824,1000,1000,25,"Same length",78,71,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Coffee,"Mathematics and statistics",7.5,8,2,"Yes - broadband connection","In person",9,8,8,1,0,8,3,10,2,1,10,10,50,5,Some,"Undergraduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,WI,2017,"8         ",Female,15,Right-Handed,144.7,20,155,2,Car,15,.09,13,Other,700,950,650,800,500,1000,19,"Right foot",80,90,"Ring finger",April,Spring,No,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",Other,4,6,3,"Yes - other","Text messaging",6,3,1,0,0,10,7,15,30,2,40,5,0,8,Some,"Graduate degree","Rock and roll",Fly,Healthy,Other,"International aid"
USA,WI,2023,"12        ",Male,17,Right-Handed,181,31,179,2,Car,15,.35,43,Walking/Hiking,1000,500,250,300,200,100,31,"Same length",80,80,"Ring finger",May,Fall,No,No,Meat,Juice,"Computers and technology",8,10,2,"Yes - other","Cell phone",0,20,8,0,2,0,2,5,1,12,1,10,24,3,Some,"Less than high school","Rhythm and blues (R&B)",Fly,Happy,Friend,"Wildlife, animals"
USA,WI,2016,"12        ",Male,17,Right-Handed,171,10.5,,1,Bus,20,.278,57,Other,500,500,400,600,400,800,,,,,,June,Summer,No,No,Meat,"Sports drink","Physical education",5,3,4,"Yes - other","Internet chat or instant messaging",100,100,34,1,5,5,50,2,,70,70,10,8,2,Some,"Less than high school","Rap/Hip hop","Super strength",Happy,"Sports person","Wildlife, animals"
USA,WI,2015,"7         ",Male,13,Left-Handed,158,26,166,1,Car,9,0.296,37,Baseball/Softball,1000,900,800,700,800,1000,26.5,"Left foot",,95,"Index finger",May,Summer,No,No,Meat,Water,"Physical education",6.5,6,6,"Yes - broadband connection",,150,100,5,1,1,6,20,2,4,3,20,10,0,2,,"Undergraduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,WI,2014,"6         ",Male,11,Right-Handed,153,23,145,1,Car,20,0.399,35,"Hockey (Ice)",700,500,800,600,0,25,22,"Right foot",70,75,"Ring finger",September,Fall,No,No,"No favorite",Water,"Physical education",8.5,10.5,5,"Yes - broadband connection","In person",0,0,4,.25,2.5,7,6,1,0,0,1,0,0,4,"Very little","Graduate degree",Pop,"Super strength",Happy,Relative,Health
USA,WI,2014,"8         ",Male,14,Right-Handed,184,26,178,1,Bus,20,.404,40,"Football (American)",850,650,700,800,700,750,27,"Left foot",76,80,"Ring finger",August,Spring,Yes,No,Meat,Juice,Science,6,12,4,"Yes - other","Text messaging",100,100,2,1,3,5,10,20,1,8,22,0,0,10,Some,"Graduate degree",Other,"Freeze time",Rich,Other,"International aid"
USA,WI,2016,"12        ",Female,17,Right-Handed,171,24,179,1,Car,7,.316,37,Basketball,540,647,545,594,754,717,24,"Same length",90,95,"Ring finger",June,Fall,No,No,Meat,Milk,History,8,8,4,"Yes - broadband connection","Text messaging",58,51,10,2,14,6,8,0,8,8,9,5,20,7,Some,"Graduate degree",Pop,Invisibility,Healthy,Other,"Education/Youth development"
USA,WI,2022,"10        ",Male,16,Right-Handed,,,,1,Car,5,0.488,50,Bowling,406,344,165,425,154,107,,"Same length",,,"Ring finger",August,Fall,No,No,Seafood,"Soft drink (caffeinated)",English,8,8,4,"Yes - broadband connection","In person",5,3,6,1,12,18,0,1,7,0,5,9,0,5,"Very little","Graduate degree",Pop,"Freeze time",Rich,"Musician or singer",Other
USA,WI,2022,"12        ",Male,17,Right-Handed,189,27,188,1,Car,3,0.3,50,"Football (American)",100,100,100,100,400,900,28,"Same length",9mm,9mm,"Same length",August,Summer,Yes,No,Poultry,Water,"Physical education",8,7,4,"Yes - other","Internet chat or instant messaging","20 ",35,20,1,1,5,5,5,5,5,5,6,15,5,"A lot","High school","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,WI,2019,"5         ",Female,10,Right-Handed,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"7         ",Female,12,Left-Handed,150,21,146,1,Bus,40,.364,48,"Martial Arts",1000,800,600,400,20,300,23.5,"Left foot",75,80,"Ring finger",April,Summer,No,No,Pizza/Pasta,Water,Music,8,11,2,"Yes - other","Internet chat or instant messaging",2,5,3,5,2,2,1,9,1,4,9,5,4,3,,"Some college",Country,Fly,Happy,"Musician or singer","Wildlife, animals"
USA,WI,2016,"12        ",Female,17,Right-Handed,172.7,"24 ",164,2,Car,10,.529,46,Other,1000,500,500,0,1000,1000,24,"Same length",75,73,"Index finger",May,Summer,No,No,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",20,25,4,3,10,0,15,0,15,3,5,2,5,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer",Health
USA,WI,2013,"8         ",Female,13,Right-Handed,162,26,150,1,Car,5,0.641,54,Swimming,508,513,513,513,519,529,22,"Right foot",70,80,"Ring finger",July,Summer,No,No,Fruit,Water,"Physical education",9,10,4,"Yes - broadband connection","Text messaging",10,8,5,3,7,7,5,3,3,5,5,3,1,3,None,"Graduate degree",Pop,Fly,Healthy,"Doctor or nurse",Health
USA,WI,2022,"9         ",Female,14,Left-Handed,169,26,163,1,Walk,10,0.38,59,Soccer,647,567,743,668,107,524,24.5,"Right foot",70,64,"Index finger",June,Fall,No,No,Breads/Sandwiches,Water,History,8,7.5,4,"Yes - broadband connection","Text messaging",50,120,8,1,3,20,10,2,1,2,10,15,5,3,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,WI,2014,"8         ",Female,13,Right-Handed,55,25,167,1,Car,7,.462,47,Other,500,700,500,600,900,900,24,"Right foot",80,80,"Same length",June,Summer,Yes,No,Meat,Juice,Music,8,11,6,"Yes - broadband connection","Text messaging",35,35,15,2,14,10,15,2,70,21,7,28,0,15,Some,"Some college",Pop,Telepathy,Healthy,Other,"Wildlife, animals"
USA,WI,2022,"12        ",Female,17,Left-Handed,,24,175,1,Car,15,0.331,57,Basketball,353,471,690,422,118,599,23.5,"Right foot",90.5,95,"Ring finger",June,Fall,No,No,Desserts,Water,Art,5,3,6,"Yes - other","Text messaging",30,40,56,170,27,10,0,0,180,160,180,25,70,3,None,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Health
USA,WI,2013,"8         ",Male,13,Right-Handed,155,25,164,3,Bus,17,.405,63,"Football (American)",818,936,1000,1000,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"8         ",Male,14,Right-Handed,157.8,26,175,1,Car,6,0.35,38,Soccer,950,500,700,800,1000,995,26,"Same length",8,8,"Same length",December,Spring,Yes,No,Other,"Soft drink (caffeinated)",Art,8,10,10,,"Myspace, Facebook, other social networking sites, or blog",0,0,84,0.5,0,2,0.45,168,45,20,168,0,0,0.1,"A lot",Other,Other,Invisibility,Happy,Friend,"Wildlife, animals"
USA,WI,2017,"11        ",Male,16,Right-Handed,175,25.5,170,1,Car,5,0.337,45,"Martial Arts",200,200,200,200,500,1000,,,,,"Ring finger",November,Winter,No,No,Meat,Water,"Physical education",67,7,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,5,,,,,,,,,,,,,Some,Other,Country,"Freeze time",Rich,"Sports person","International aid"
USA,WI,2019,"12        ",Male,17,Right-Handed,187,28,189,1,Car,4,.383,56,"Football (American)",0,0,0,0,1000,1000,28,"Same length",110,115,"Ring finger",April,Summer,Yes,No,Meat,Milk,"Physical education",8,7,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,14,3,0,0,10,20,1,15,1,20,4,18,00,,,,,,,
USA,WI,2013,"8         ",Female,13,Right-Handed,160,24.5,163,1,Bus,15,0.447,41,Swimming,107,70,0,0,594,733,24,"Right foot",7,7.5,"Ring finger",January,Spring,No,No,Meat,Water,Art,9,9,2,"Yes - broadband connection","Text messaging",8,7,37.25,.25,5,3,0,4,1,5,10,10,0,2,Some,"Graduate degree",Country,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,WI,2013,"8         ",Female,13,Right-Handed,165,23,169,2,Bus,45,.313,43,Dancing,900,1000,800,800,900,1000,24,"Left foot",7,7.2,"Ring finger",July,Summer,Yes,No,Fruit,Water,"Social studies",6,9,8,"Yes - broadband connection","Text messaging",300,315,20,4,6,3,16,1,24,72,20,2,12,40,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,"International aid"
USA,WI,2018,"11        ",Female,16,Right-Handed,170,27,167,1,Car,15,0.368,43,Soccer,497,198,723,615,187,818,27,"Same length",75,70,"Index finger",September,Fall,No,No,Pizza/Pasta,Water,,7,7,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",19,25,40,1,3,10,5,0,10,1,2,8,0,2,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,WI,2019,"12        ",Male,17,Right-Handed,185,30,193,1,Car,35,.855,45,"Football (American)",500,500,250,750,500,500,30,"Same length",79,81,"Ring finger",November,Fall,Yes,No,Meat,Tea,"Social studies",7,8,5,"Yes - broadband connection","Internet chat or instant messaging",40,40,10,4,6,4,17,1,8,8,9,3,2,4,"Very little","Graduate degree",Country,Telepathy,Rich,"Business person","Wildlife, animals"
USA,WI,2014,"12        ",Female,17,Right-Handed,157.5,23,132,2,Car,10,.545,48,Tennis,500,300,600,600,600,800,23,"Same length",66,73,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7,10,4,"Yes - other","Text messaging",36,39,6,1,3,5,10,1,4,30,20,8,10,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,WI,2013,"8         ",Female,13,Right-Handed,148,23,150,1,Bus,40,.491,35,Dancing,600,400,700,400,600,700,23,"Same length",75,80,"Ring finger",November,Spring,Yes,No,Poultry,"Soft drink (caffeinated)",Music,6,12,5,"Yes - broadband connection","Text messaging",150,175,24,24,6,130,10,5,50,50,50,24,0,0,Some,"Graduate degree",Country,Fly,Happy,"Sports person","Wildlife, animals"
USA,WI,2020,"8         ",Male,13,Right-Handed,153,24,169,1,Bus,2,.41,50,Baseball/Softball,0,0,0,250,500,1000,24,"Same length",76,83,"Ring finger",April,Summer,Yes,No,Meat,Milk,"Mathematics and statistics",8,11,4,"Yes - dial-up connection","Internet chat or instant messaging",0,25,5,2,30,10,5,10,5,0,5,2,0,2,"Very little","Some college","Rap/Hip hop",Invisibility,Rich,Politician,Religious
USA,WI,2017,"7         ",Female,12,Right-Handed,163,23,156,2,Car,7,,31,Other,1000,1000,1000,500,10,0,24,"Left foot",6,7,"Ring finger",June,Winter,No,No,"No favorite",Milk,,8,9,4,"Yes - other","Internet chat or instant messaging",54,36,69,2,3,10,10,2,2,15,60,20,0,10,Some,"Less than high school",Other,"Freeze time",Happy,Other,Environment
USA,WI,2015,"12        ",Male,17,Left-Handed,170,23,173,1,Walk,21,.288,52,Other,500,300,400,600,900,950,23,"Same length",75,71,"Index finger",September,Fall,Yes,Yes,Desserts,Water,Geography,8,6,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,10,2,0,11,2,1,0,7,14,30,0,15,1,"A lot","Graduate degree",Other,Fly,Happy,Relative,"Education/Youth development"
USA,WI,2016,"7         ",Male,13,Right-Handed,150,25,150,5,Bus,20,.0496,54,Baseball/Softball,1000,1000,1000,1000,300,300,25,"Same length",6,7,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,8,6,4,"Yes - other","Text messaging",20,15,0,.5,0,3,2,3,5,5,5,2,0,0,"Very little",Other,"Rock and roll",Telepathy,Happy,Relative,Health
USA,WI,2017,"11        ",Female,17,Right-Handed,162,23,162,1,Car,8,.498,34,Dancing,1000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"7         ",Male,12,Ambidextrous,160,25,160,2,Skateboard/Scooter/Rollerblade,5,0.399,64,Swimming,900,900,900,900,900,900,25,"Same length",000,200,"Same length",May,Summer,No,No,"Rice/Noodle dishes","Energy drink",Music,8,8,4,"Yes - dial-up connection","In person",0,0,1,1,1,1,1,1,1,1,1,1,1,,"Very little","High school","Rap/Hip hop",Fly,Rich,Friend,"Arts, culture, sports"
USA,WI,2018,"12        ",Female,16,Right-Handed,172.7,35,172,1,Walk,5,.316,36,Cycling,642,460,321,267,684,888,34,"Right foot",76,75,"Index finger",August,Fall,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",6,6,4,"Yes - broadband connection","Text messaging",10,9,2,1,5,3,.5,.5,3,3,5,3,12,3,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,WI,2018,"12        ",Female,17,Right-Handed,167,24,166,1,Car,5,.666,80,Golf,1000,1000,1000,1000,400,400,23.5,"Right foot",85,90,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Music,8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,5,5,1,4,6,5,0,7,7,7,7,4,6,"A lot","Undergraduate degree","Rock and roll",Telepathy,Happy,"Musician or singer","Arts, culture, sports"
USA,WI,2016,"7         ",Female,12,Right-Handed,158,23,164,1,Bus,10,0.673,52,Soccer,654,342,594,519,308,782,23,"Same length",80,70,"Index finger",March,Summer,Yes,No,Meat,Water,English,8,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,4,4,2,1,8,8,0,3,1,1,2,0,1,"Very little","Undergraduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,WI,2017,"8         ",Female,14,Right-Handed,62,20,140,1,Walk,5,.406,67,Dancing,45,65,50,45,25,85,20,"Same length",65,70,"Ring finger",November,Summer,No,No,Meat,Water,English,7,8,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,28,30,1,1,15,3,0,7,1,7,8,0,1,"Very little","Some college",Country,Telepathy,Happy,Friend,"Education/Youth development"
USA,WI,2014,"8         ",Male,14,Right-Handed,171,76,146,1,Car,19,7.6,8.7,"Football (American)",190,550,900,990,450,545,67,"Right foot",9.5,7.5,"Index finger",January,Winter,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",10,11,4,"Yes - broadband connection","In person",0,0,10,0,10,21,7,1,0,0,14,14,.5,.5,Some,"High school","Rock and roll",Telepathy,Happy,Actor,"Arts, culture, sports"
USA,WI,2015,"12        ",Female,17,Right-Handed,174,25,171,25,Bicycle,7,.386,43,Other,914,829,1000,799,663,678,25,"Left foot",9.0,9.1,"Ring finger",October,Fall,,Yes,Desserts,Tea,Art,7,9,4,"Yes - broadband connection","In person",4,10,9,0,11,4,2,0,4,1,9,4,0,3,"A lot","Graduate degree",Other,Fly,Happy,Other,Environment
USA,WI,2016,"7         ",Male,13,Right-Handed,65,24,164,1.5,,25,.395,34,Lacrosse,12,987,345,456,1000,1000,24,"Same length",80,82,"Ring finger",May,Summer,Yes,No,Seafood,"Soft drink (non-caffeinated)","Mathematics and statistics",10,10,4,"Yes - broadband connection","Cell phone",7,15,8,0,4,4,8,2,0,1,8,0,0,4,Some,"Graduate degree",Techno/Electronic,,Rich,"Business person","Wildlife, animals"
USA,WI,2016,"12        ",Male,18,Right-Handed,175,26.7,162,2,Car,12,.357,40,Soccer,100,300,500,500,400,300,27.1,"Left foot",62.3,66.4,"Ring finger",June,Fall,No,No,"Rice/Noodle dishes",Water,English,6.5,10,3,"Yes - broadband connection","Text messaging",83,85,30,0,0,10,0,8,15,12,1,11,15,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Actor,Health
USA,WI,2017,"12        ",Female,17,Right-Handed,163,23,158,1,Car,4,.335,33,Dancing,765,652,295,367,524,617,23,"Right foot",71,66,"Index finger",May,Fall,No,No,Pizza/Pasta,Water,"Social studies",7,8,4,"Yes - broadband connection","Cell phone",5,12,4,0,3,1,10,0,2,0,1,1,20,1,Some,"Graduate degree",Pop,"Super strength",Happy,Relative,"Wildlife, animals"
USA,WI,2020,"12        ",Female,17,Right-Handed,162,24,163,1,Car,8,.396,37,Tennis,1000,15,10,10,100,1000,25,"Left foot",72,70,"Index finger",June,Summer,No,,Pizza/Pasta,Water,"Physical education",7,10,2,"Yes - broadband connection","Internet chat or instant messaging",20,30,14,14,7,5,14,0,10,21,21,2,30,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,Environment
USA,WI,2019,"11        ",Male,17,Right-Handed,,,163,1,Car,5,0.385,58,Baseball/Softball,,,,,,,,,,,"Ring finger",February,Summer,No,No,Pizza/Pasta,Water,English,6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,7,2,1/2,1,10,10,6,12,3,12,6,10,2,"Very little","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,"Sports person",Health
USA,WI,2018,"11        ",Male,16,Right-Handed,186,30,201,2,Car,15,.317,28,Other,750,1000,1000,750,1000,1000,30,"Same length",80,80,"Same length",September,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Computers and technology",7,6,5,"Yes - broadband connection","Cell phone",3,5,15,1,1,5,10,2,50,1,40,20,6,4,Some,"Graduate degree",Country,Fly,Healthy,Relative,Environment
USA,WI,2016,"8         ",Female,13,Right-Handed,176.5,27,170,2,Car,5,56,56,Soccer,500,500,500,500,1000,1000,27,"Same length",80,80,"Same length",July,Summer,Yes,No,"No favorite",Juice,Art,7,5,3,"Yes - broadband connection","Text messaging",3,1,4,0,1,2,1,0,0,5,6,1,0,0,"Very little","Graduate degree",Pop,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,WI,2019,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2022,"12        ",Male,17,Right-Handed,183,29,178,1,Car,9,0.284,34,Basketball,390,422,262,240,738,850,29,"Same length",83,83,"Same length",November,Summer,No,No,Meat,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,8,1,2,10,15,0,10,1,1,1,0,1,Some,"Undergraduate degree","Rap/Hip hop",Fly,Healthy,Relative,Health
USA,WI,2016,"12        ",Female,17,Left-Handed,169,23.6,173,1,Car,17,0.391,42,Soccer,700,700,700,600,600,600,24,"Left foot",9.5,10.1,"Ring finger",February,Fall,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",6,8,3,"Yes - other","In person",10,10,3,.5,8,10,2,1,3,1,15,6,14,3,Some,"Some college",Other,Fly,Happy,Friend,Health
USA,WI,2024,"11        ",Male,16,Right-Handed,170.1,22,175.2,1,Car,35-40,0.311,"45 ",Basketball,1000,1000,727,663,16,48723,23,"Left foot",90,85,"Index finger",October,Summer,No,No,Meat,Water,Other,7-8,7-8,5,"Yes - broadband connection","In person",3-4,3,3,1,0,8,5,14,10,1,5,0,12-13,0,Some,"High school","Rap/Hip hop","Super strength",Happy,"Business person","International aid"
